Distance_(inches),Gray_Value
2.64583,36.0000
2.65625,37.0000
2.66667,26.0000
2.67708,21.0000
2.68750,21.0000
2.69792,20.0000
2.70833,20.0000
2.71875,20.0000
2.72917,20.0000
2.73958,20.0000
2.75000,19.0000
2.76042,19.0000
2.77083,19.0000
2.78125,19.0000
2.79167,22.0000
2.80208,22.0000
2.81250,22.0000
2.82292,22.0000
2.83333,22.0000
2.84375,25.0000
2.85417,25.0000
2.86458,25.0000
2.87500,25.0000
2.88542,25.0000
2.89583,23.0000
2.90625,20.0000
2.91667,18.0000
2.92708,19.0000
2.93750,19.0000
2.94792,19.0000
2.95833,19.0000
2.96875,19.0000
2.97917,18.0000
2.98958,18.0000
3.00000,18.0000
3.01042,18.0000
3.02083,18.6667
3.03125,18.6667
3.04167,18.6667
3.05208,18.6667
3.06250,18.6667
3.07292,18.6667
3.08333,18.6667
3.09375,18.6667
3.10417,18.6667
3.11458,18.0000
3.12500,18.0000
3.13542,18.0000
3.14583,18.0000
3.15625,18.0000
3.16667,18.0000
3.17708,18.0000
3.18750,18.0000
3.19792,18.0000
3.20833,18.0000
3.21875,18.0000
3.22917,18.0000
3.23958,18.0000
3.25000,22.0000
3.26042,22.0000
3.27083,22.0000
3.28125,22.0000
3.29167,20.0000
3.30208,21.0000
3.31250,25.0000
3.32292,28.0000
3.33333,23.0000
3.34375,23.0000
3.35417,23.0000
3.36458,23.0000
3.37500,23.0000
3.38542,23.0000
3.39583,29.0000
3.40625,29.0000
3.41667,23.0000
3.42708,20.0000
3.43750,20.0000
3.44792,20.0000
3.45833,20.0000
3.46875,20.0000
3.47917,27.0000
3.48958,29.0000
3.50000,29.0000
3.51042,26.0000
3.52083,20.0000
3.53125,20.0000
3.54167,20.0000
3.55208,20.0000
3.56250,24.0000
3.57292,24.0000
3.58333,24.0000
3.59375,24.0000
3.60417,19.0000
3.61458,19.0000
3.62500,19.0000
3.63542,19.0000
3.64583,19.0000
3.65625,19.0000
3.66667,19.0000
3.67708,19.0000
3.68750,19.0000
3.69792,19.0000
3.70833,19.0000
3.71875,19.0000
3.72917,19.0000
3.73958,19.0000
3.75000,18.0000
3.76042,18.0000
3.77083,18.0000
3.78125,18.0000
3.79167,19.0000
3.80208,19.0000
3.81250,19.0000
3.82292,19.0000
3.83333,19.0000
3.84375,19.0000
3.85417,19.0000
3.86458,19.0000
3.87500,20.0000
3.88542,20.0000
3.89583,20.0000
3.90625,20.0000
3.91667,20.0000
3.92708,23.0000
3.93750,18.0000
3.94792,26.0000
3.95833,20.0000
3.96875,20.0000
3.97917,26.0000
3.98958,26.0000
4.00000,20.0000
4.01042,23.0000
4.02083,26.0000
4.03125,24.0000
4.04167,24.0000
4.05208,16.0000
4.06250,18.0000
4.07292,18.0000
4.08333,18.0000
4.09375,18.0000
4.10417,19.6667
4.11458,19.6667
4.12500,19.6667
4.13542,19.6667
4.14583,19.6667
4.15625,19.6667
4.16667,19.6667
4.17708,19.6667
4.18750,19.6667
4.19792,19.6667
4.20833,19.6667
4.21875,19.6667
4.22917,19.6667
4.23958,19.6667
4.25000,19.6667
4.26042,19.6667
4.27083,19.6667
4.28125,19.6667
4.29167,19.6667
4.30208,19.6667
4.31250,19.6667
4.32292,19.6667
4.33333,19.6667
4.34375,19.6667
4.35417,19.6667
4.36458,19.6667
4.37500,19.6667
4.38542,19.6667
4.39583,19.6667
